epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,20233.7,1.18436,0.8362,1.03799,0.72234,0.63219,0.6479,0.43383,1.17819,0.82398,1.03523,0.000503132,0.000503132,0.000503132
42,20702.3,1.1765,0.83271,1.02856,0.63479,0.66013,0.65694,0.43068,1.17966,0.81962,1.0476,0.000494885,0.000494885,0.000494885
43,21173.2,1.18186,0.83581,1.0341,0.6749,0.65421,0.65592,0.44014,1.16586,0.82149,1.04473,0.000486639,0.000486639,0.000486639
44,21642.9,1.2002,0.83329,1.03685,0.59576,0.63357,0.65933,0.44134,1.15204,0.80717,1.04397,0.000478392,0.000478392,0.000478392
45,22113.6,1.19358,0.8378,1.03439,0.62721,0.68896,0.66551,0.44056,1.19758,0.82035,1.04352,0.000470145,0.000470145,0.000470145
46,22587.9,1.18821,0.82334,1.03489,0.57719,0.67027,0.64531,0.43241,1.17058,0.82084,1.05022,0.000461898,0.000461898,0.000461898
47,23060.9,1.17514,0.81005,1.03411,0.61191,0.64225,0.66146,0.44309,1.17623,0.82066,1.04154,0.000453652,0.000453652,0.000453652
48,23531.5,1.17083,0.81142,1.03205,0.57652,0.71731,0.66274,0.44432,1.15228,0.80985,1.04288,0.000445405,0.000445405,0.000445405
49,24002.9,1.15606,0.80758,1.0276,0.71523,0.65013,0.67415,0.45,1.17685,0.80452,1.04034,0.000437158,0.000437158,0.000437158
50,24473.3,1.17206,0.81139,1.02671,0.59472,0.62315,0.64251,0.43931,1.14368,0.80915,1.03329,0.000428912,0.000428912,0.000428912
51,24945.3,1.17279,0.81239,1.02611,0.53965,0.69153,0.64789,0.43571,1.15879,0.80723,1.03901,0.000420665,0.000420665,0.000420665
52,25418.2,1.16251,0.79481,1.02272,0.56648,0.70872,0.67492,0.45842,1.17711,0.81133,1.03957,0.000412418,0.000412418,0.000412418
53,25889.1,1.15778,0.78674,1.01975,0.5851,0.61341,0.64735,0.43351,1.15893,0.81473,1.04196,0.000404172,0.000404172,0.000404172
54,26360.4,1.17621,0.80354,1.03042,0.66436,0.64069,0.67051,0.45962,1.14725,0.79416,1.03279,0.000395925,0.000395925,0.000395925
55,26830.2,1.15898,0.7945,1.02592,0.59834,0.68003,0.66425,0.44865,1.14079,0.78675,1.03504,0.000387678,0.000387678,0.000387678
56,27301,1.16604,0.80013,1.02805,0.5872,0.69363,0.65995,0.44594,1.18506,0.81792,1.04228,0.000379431,0.000379431,0.000379431
57,27771.4,1.14242,0.79271,1.01996,0.61766,0.65835,0.65853,0.44555,1.15758,0.79642,1.03679,0.000371185,0.000371185,0.000371185
58,28242.4,1.14205,0.76798,1.01617,0.58129,0.68266,0.66791,0.45197,1.15954,0.79851,1.03772,0.000362938,0.000362938,0.000362938
59,28716.1,1.14801,0.78255,1.0251,0.59664,0.67454,0.66577,0.45322,1.16164,0.7975,1.038,0.000354691,0.000354691,0.000354691
60,29189.1,1.1315,0.76678,1.01313,0.60156,0.64742,0.65601,0.44865,1.15,0.79135,1.03618,0.000346445,0.000346445,0.000346445
61,29660.7,1.12316,0.75922,1.01503,0.61541,0.71598,0.67121,0.45692,1.15475,0.79521,1.03668,0.000338198,0.000338198,0.000338198
62,30132.7,1.11894,0.75108,1.00658,0.59221,0.63943,0.65613,0.44334,1.13434,0.78672,1.03783,0.000329951,0.000329951,0.000329951
63,30603.8,1.13942,0.76423,1.01844,0.55737,0.74986,0.67381,0.44845,1.1506,0.7958,1.03532,0.000321705,0.000321705,0.000321705
64,31075.3,1.12003,0.75127,1.00597,0.5547,0.70372,0.6594,0.44869,1.15151,0.78953,1.03932,0.000313458,0.000313458,0.000313458
65,31547.1,1.12684,0.74729,1.01039,0.58204,0.7173,0.66468,0.44627,1.15626,0.80001,1.03797,0.000305211,0.000305211,0.000305211
66,32018.7,1.11482,0.7498,1.00579,0.60439,0.66182,0.66033,0.44128,1.14295,0.80435,1.03257,0.000296964,0.000296964,0.000296964
67,32490.6,1.11546,0.75664,1.00755,0.55759,0.63707,0.62801,0.42553,1.16156,0.82252,1.03988,0.000288718,0.000288718,0.000288718
68,32962.4,1.11978,0.73973,1.00989,0.69307,0.66767,0.67685,0.45881,1.14248,0.781,1.03921,0.000280471,0.000280471,0.000280471
69,33431.5,1.08091,0.72328,0.9979,0.73873,0.61803,0.65253,0.4479,1.14611,0.80002,1.03196,0.000272224,0.000272224,0.000272224
70,33901.6,1.11829,0.73699,1.01154,0.66772,0.65421,0.68069,0.46205,1.14899,0.78552,1.04024,0.000263978,0.000263978,0.000263978
71,34372.2,1.10682,0.71889,1.0033,0.60159,0.70834,0.67102,0.45509,1.14626,0.78585,1.03775,0.000255731,0.000255731,0.000255731
72,34841.8,1.09442,0.71778,0.99724,0.6134,0.65809,0.66535,0.4521,1.14152,0.78196,1.0374,0.000247484,0.000247484,0.000247484
73,35311.2,1.11102,0.729,1.01087,0.57326,0.67594,0.6253,0.42742,1.14079,0.83174,1.03497,0.000239238,0.000239238,0.000239238
74,35782.2,1.09596,0.71263,0.99855,0.71228,0.67726,0.68175,0.46806,1.17052,0.7864,1.037,0.000230991,0.000230991,0.000230991
75,36253.3,1.12266,0.72584,1.006,0.66272,0.68807,0.66942,0.46118,1.1386,0.78639,1.03433,0.000222744,0.000222744,0.000222744
76,36724.1,1.1116,0.71853,0.99998,0.65231,0.6711,0.67896,0.46347,1.15693,0.78003,1.03662,0.000214497,0.000214497,0.000214497
77,37192.3,1.08449,0.71337,0.99986,0.60789,0.67495,0.66264,0.45347,1.13147,0.80027,1.03643,0.000206251,0.000206251,0.000206251
78,37661,1.08576,0.69429,0.99376,0.58629,0.72618,0.66828,0.45523,1.14788,0.78347,1.039,0.000198004,0.000198004,0.000198004
79,38131,1.07793,0.70132,0.99196,0.61106,0.70293,0.67031,0.45714,1.14413,0.7881,1.03789,0.000189757,0.000189757,0.000189757
80,38601.7,1.06908,0.70035,0.99232,0.62991,0.68737,0.66934,0.46437,1.1519,0.79317,1.03711,0.000181511,0.000181511,0.000181511
81,39072.2,1.07581,0.69926,0.99885,0.62246,0.69307,0.68096,0.46686,1.14106,0.79435,1.03883,0.000173264,0.000173264,0.000173264
82,489.732,1.07664,0.69348,0.99373,0.62378,0.71315,0.6707,0.46218,1.13276,0.78081,1.03873,0.000165017,0.000165017,0.000165017
83,965.799,1.0687,0.6907,0.99591,0.62915,0.67026,0.66332,0.45341,1.13267,0.78293,1.03624,0.000156771,0.000156771,0.000156771
84,1443.04,1.06102,0.68795,0.99466,0.63597,0.71078,0.67963,0.4667,1.137,0.78241,1.03647,0.000148524,0.000148524,0.000148524
85,1917.94,1.08294,0.6926,0.99528,0.61722,0.69747,0.66631,0.45655,1.14458,0.77634,1.03572,0.000140277,0.000140277,0.000140277
86,2392.45,1.06868,0.68321,0.99449,0.58301,0.70827,0.6609,0.45505,1.14361,0.78187,1.03612,0.000132031,0.000132031,0.000132031
87,2865.61,1.05981,0.67237,0.98686,0.59059,0.6938,0.65195,0.4525,1.13965,0.77538,1.03695,0.000123784,0.000123784,0.000123784
88,3356.49,1.06875,0.68681,0.99854,0.62501,0.68958,0.67371,0.46295,1.1349,0.77936,1.03665,0.000115537,0.000115537,0.000115537
89,3835.13,1.04842,0.68048,0.98903,0.58804,0.71785,0.65942,0.45541,1.13982,0.79701,1.03604,0.00010729,0.00010729,0.00010729
90,4327.41,1.04335,0.66753,0.98844,0.56795,0.67636,0.64048,0.43963,1.14458,0.80121,1.03865,9.90437e-05,9.90437e-05,9.90437e-05
91,4831.86,1.05191,0.65104,0.99452,0.59343,0.66458,0.65076,0.44516,1.15726,0.80147,1.03835,9.0797e-05,9.0797e-05,9.0797e-05
92,5315.9,1.03814,0.6256,0.99443,0.57231,0.70228,0.65004,0.44969,1.15311,0.80733,1.03743,8.25503e-05,8.25503e-05,8.25503e-05
93,5774.63,1.02689,0.61877,0.99153,0.58449,0.69253,0.66013,0.45547,1.14861,0.79507,1.04053,7.43036e-05,7.43036e-05,7.43036e-05
94,6239.81,1.02958,0.61498,0.99428,0.62292,0.67246,0.65899,0.45629,1.1433,0.79172,1.03905,6.60569e-05,6.60569e-05,6.60569e-05
95,6713.65,1.02049,0.6131,0.98941,0.59943,0.68793,0.65618,0.45055,1.15126,0.80068,1.0403,5.78102e-05,5.78102e-05,5.78102e-05
96,7192.92,1.02324,0.60797,0.98812,0.59559,0.67807,0.64775,0.44776,1.14721,0.81055,1.03931,4.95635e-05,4.95635e-05,4.95635e-05
97,7668.91,1.01747,0.60463,0.98876,0.61149,0.70032,0.66726,0.46444,1.14509,0.79256,1.03959,4.13168e-05,4.13168e-05,4.13168e-05
98,8124.95,1.00842,0.59634,0.98773,0.59046,0.72732,0.66317,0.45263,1.14642,0.80051,1.0386,3.30701e-05,3.30701e-05,3.30701e-05
99,8593.24,1.01121,0.59776,0.9847,0.5925,0.70428,0.65878,0.45274,1.14426,0.79699,1.03856,2.48234e-05,2.48234e-05,2.48234e-05
100,9080.88,1.00676,0.59735,0.98086,0.60577,0.69713,0.65772,0.45215,1.14394,0.7964,1.03888,1.65767e-05,1.65767e-05,1.65767e-05
