epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,39501.9,1.15365,0.92477,1.05537,0.50773,0.64906,0.59051,0.39131,1.1387,0.89363,1.06159,0.000714797,0.000714797,0.000714797
45,40529.7,1.15418,0.91189,1.05002,0.52445,0.65441,0.60056,0.40246,1.1445,0.88969,1.06373,0.000712048,0.000712048,0.000712048
46,41617,1.15816,0.90581,1.05528,0.52047,0.6236,0.59267,0.39534,1.15045,0.90525,1.05898,0.000709299,0.000709299,0.000709299
47,42828,1.15829,0.92005,1.05788,0.52926,0.65497,0.59999,0.39619,1.13218,0.89629,1.0626,0.000706551,0.000706551,0.000706551
48,44493.7,1.16887,0.91426,1.05644,0.52341,0.63624,0.58582,0.39302,1.12383,0.91324,1.06094,0.000703802,0.000703802,0.000703802
49,45238.8,1.1334,0.89523,1.04593,0.55628,0.6457,0.60589,0.4077,1.12744,0.879,1.05587,0.000701053,0.000701053,0.000701053
50,45988.5,1.15003,0.9119,1.0522,0.50395,0.67059,0.60239,0.40124,1.12744,0.90075,1.06345,0.000698304,0.000698304,0.000698304
51,47060,1.15382,0.90286,1.05302,0.47653,0.65298,0.59619,0.4021,1.12611,0.89688,1.05802,0.000695555,0.000695555,0.000695555
52,48688.7,1.14614,0.9007,1.04991,0.56167,0.62802,0.6071,0.40791,1.12339,0.87583,1.05603,0.000692806,0.000692806,0.000692806
53,49664.3,1.14337,0.89504,1.04988,0.54085,0.61302,0.59896,0.39936,1.14086,0.8956,1.06456,0.000690057,0.000690057,0.000690057
54,50600.6,1.14494,0.88119,1.04502,0.53843,0.66426,0.59818,0.40044,1.12533,0.8745,1.05939,0.000687308,0.000687308,0.000687308
55,51525.5,1.14577,0.89538,1.04787,0.52361,0.67529,0.62139,0.41603,1.13223,0.8727,1.06618,0.000684559,0.000684559,0.000684559
56,52445.4,1.12488,0.872,1.04048,0.50719,0.6355,0.59489,0.39687,1.1235,0.92213,1.06413,0.00068181,0.00068181,0.00068181
57,53353.7,1.15385,0.896,1.06104,0.54794,0.63962,0.6091,0.39661,1.13363,0.89846,1.06225,0.000679062,0.000679062,0.000679062
58,54252.6,1.12951,0.88357,1.04694,0.56167,0.6103,0.60114,0.40242,1.11875,0.90946,1.05395,0.000676313,0.000676313,0.000676313
59,55152.3,1.13234,0.88996,1.04282,0.55035,0.62939,0.59841,0.3997,1.12578,0.89275,1.0586,0.000673564,0.000673564,0.000673564
60,56055.4,1.12754,0.88417,1.04959,0.57418,0.60041,0.59785,0.39771,1.12241,0.89503,1.0579,0.000670815,0.000670815,0.000670815
61,56968.4,1.12959,0.87876,1.04556,0.54762,0.6386,0.61236,0.41246,1.11825,0.86724,1.05338,0.000668066,0.000668066,0.000668066
62,57887.5,1.12169,0.87932,1.04293,0.5239,0.63578,0.60515,0.39836,1.13282,0.89409,1.05618,0.000665317,0.000665317,0.000665317
63,58805.4,1.13239,0.86847,1.04422,0.54478,0.64371,0.60935,0.40423,1.12131,0.88387,1.05786,0.000662568,0.000662568,0.000662568
64,59685.3,1.14441,0.86635,1.03825,0.56849,0.62771,0.62285,0.41996,1.12773,0.87189,1.05292,0.000659819,0.000659819,0.000659819
65,565.355,1.1131,0.86377,1.03654,0.53226,0.65499,0.60644,0.40357,1.12289,0.88149,1.05589,0.00065707,0.00065707,0.00065707
66,1185.47,1.10999,0.86979,1.0407,0.53691,0.66524,0.61565,0.41204,1.12392,0.87835,1.05546,0.000654321,0.000654321,0.000654321
67,1819.69,1.11229,0.85515,1.04458,0.49491,0.64315,0.57602,0.3815,1.13051,0.91602,1.05904,0.000651573,0.000651573,0.000651573
68,2451.41,1.12647,0.85964,1.04158,0.50784,0.66953,0.60111,0.39806,1.1137,0.90368,1.05478,0.000648824,0.000648824,0.000648824
69,3087.09,1.1087,0.85657,1.04156,0.51724,0.66281,0.60435,0.40225,1.12137,0.86868,1.05214,0.000646075,0.000646075,0.000646075
70,3720.19,1.12513,0.86499,1.04229,0.54996,0.60897,0.60011,0.39938,1.13087,0.88297,1.05452,0.000643326,0.000643326,0.000643326
71,4375.58,1.11143,0.8501,1.04142,0.56085,0.6205,0.60029,0.40178,1.1124,0.89259,1.05443,0.000640577,0.000640577,0.000640577
72,5008.92,1.11318,0.86041,1.03996,0.5316,0.65927,0.60386,0.40435,1.11725,0.88779,1.0575,0.000637828,0.000637828,0.000637828
73,5617.27,1.10975,0.84282,1.03718,0.52618,0.62269,0.58104,0.38874,1.12976,0.91056,1.06255,0.000635079,0.000635079,0.000635079
74,6227.93,1.10176,0.83231,1.03211,0.53648,0.61547,0.58996,0.39432,1.12295,0.89483,1.05355,0.00063233,0.00063233,0.00063233
75,6839.71,1.10056,0.84111,1.03263,0.55034,0.63901,0.60303,0.40846,1.11008,0.87303,1.05285,0.000629581,0.000629581,0.000629581
76,7449.26,1.10983,0.83192,1.03211,0.57736,0.6238,0.60171,0.40259,1.11943,0.89081,1.05041,0.000626832,0.000626832,0.000626832
77,8063.57,1.10068,0.84122,1.03633,0.58715,0.62611,0.60754,0.41556,1.11941,0.9016,1.05349,0.000624084,0.000624084,0.000624084
78,8677.63,1.10287,0.82576,1.02606,0.56537,0.64761,0.60981,0.40238,1.13157,0.89069,1.05651,0.000621335,0.000621335,0.000621335
79,9286.7,1.11278,0.8501,1.04018,0.52981,0.65213,0.60503,0.40561,1.11043,0.88389,1.04637,0.000618586,0.000618586,0.000618586
80,9901.64,1.1082,0.84105,1.03846,0.55148,0.6013,0.58022,0.39059,1.11633,0.9207,1.05046,0.000615837,0.000615837,0.000615837
81,10513.5,1.10256,0.82589,1.03006,0.56029,0.64479,0.60837,0.40839,1.11469,0.87583,1.0525,0.000613088,0.000613088,0.000613088
82,11316.9,1.10335,0.82926,1.02824,0.52694,0.63471,0.58354,0.39607,1.12625,0.92131,1.05563,0.000610339,0.000610339,0.000610339
83,12738.8,1.10035,0.83324,1.02906,0.57984,0.59818,0.59767,0.4013,1.10941,0.89358,1.05225,0.00060759,0.00060759,0.00060759
84,13418.6,1.08381,0.83507,1.03189,0.56847,0.62657,0.60266,0.40456,1.10856,0.87606,1.04907,0.000604841,0.000604841,0.000604841
85,14235,1.09309,0.8245,1.02874,0.59212,0.61124,0.60563,0.40679,1.13034,0.88456,1.05863,0.000602092,0.000602092,0.000602092
86,15040.3,1.09886,0.82134,1.02982,0.54514,0.60809,0.57877,0.38962,1.11017,0.92436,1.05922,0.000599343,0.000599343,0.000599343
87,15899.3,1.10241,0.8065,1.02559,0.56383,0.62648,0.58978,0.39897,1.11538,0.89355,1.04856,0.000596595,0.000596595,0.000596595
88,16862.7,1.07358,0.80551,1.02171,0.56797,0.60308,0.57924,0.38759,1.1175,0.89378,1.05185,0.000593846,0.000593846,0.000593846
89,17666.1,1.0851,0.81331,1.02807,0.58031,0.62741,0.59805,0.40639,1.11088,0.88429,1.04866,0.000591097,0.000591097,0.000591097
90,18443.6,1.07991,0.80195,1.02178,0.50357,0.62079,0.54767,0.36507,1.12868,0.95046,1.0598,0.000588348,0.000588348,0.000588348
91,19277.6,1.08902,0.80851,1.02325,0.56191,0.60876,0.58574,0.3945,1.1054,0.88638,1.04545,0.000585599,0.000585599,0.000585599
92,20033.1,1.07783,0.7965,1.0188,0.57159,0.61295,0.59493,0.40689,1.10016,0.88446,1.04577,0.00058285,0.00058285,0.00058285
93,20713.8,1.07852,0.80581,1.02549,0.56311,0.61986,0.59001,0.39966,1.10404,0.90426,1.04813,0.000580101,0.000580101,0.000580101
94,21388.7,1.07125,0.80065,1.01954,0.60504,0.61061,0.59738,0.39993,1.11219,0.91938,1.05535,0.000577352,0.000577352,0.000577352
95,22059.8,1.07075,0.79157,1.01625,0.57412,0.60905,0.60079,0.40961,1.11126,0.91587,1.05291,0.000574603,0.000574603,0.000574603
96,22731.2,1.07909,0.80404,1.02897,0.59101,0.59766,0.60115,0.41026,1.10768,0.88306,1.05109,0.000571854,0.000571854,0.000571854
97,23397.9,1.08661,0.79599,1.02086,0.55243,0.66858,0.59769,0.40465,1.11406,0.8831,1.04691,0.000569106,0.000569106,0.000569106
98,24074.3,1.09319,0.7985,1.02545,0.54122,0.66046,0.58982,0.39647,1.11181,0.90788,1.04997,0.000566357,0.000566357,0.000566357
99,24747,1.08047,0.79808,1.0241,0.54676,0.64697,0.58456,0.39354,1.11669,0.90626,1.04619,0.000563608,0.000563608,0.000563608
100,25426,1.06796,0.78869,1.01548,0.5576,0.64641,0.6006,0.40507,1.12841,0.90495,1.05472,0.000560859,0.000560859,0.000560859
101,26093.2,1.07082,0.79185,1.02216,0.59331,0.64458,0.62406,0.42461,1.10866,0.88967,1.04736,0.00055811,0.00055811,0.00055811
102,26764.7,1.07497,0.78591,1.02186,0.54653,0.67195,0.60333,0.41036,1.11619,0.9045,1.051,0.000555361,0.000555361,0.000555361
103,27436.1,1.08231,0.79103,1.02626,0.56255,0.64794,0.60579,0.40962,1.09644,0.88651,1.04759,0.000552612,0.000552612,0.000552612
104,28108.3,1.06616,0.77011,1.01403,0.52581,0.65286,0.59768,0.40733,1.11753,0.90255,1.05841,0.000549863,0.000549863,0.000549863
105,28775.8,1.06415,0.78816,1.0227,0.58627,0.64292,0.61578,0.42127,1.10164,0.89681,1.04899,0.000547114,0.000547114,0.000547114
106,29448.3,1.06635,0.76632,1.01336,0.58066,0.63808,0.59667,0.40488,1.11427,0.92702,1.04982,0.000544365,0.000544365,0.000544365
107,30119.4,1.05896,0.76582,1.01563,0.54877,0.62375,0.601,0.4086,1.1007,0.89371,1.04832,0.000541617,0.000541617,0.000541617
108,30789.6,1.05368,0.77666,1.01668,0.561,0.59769,0.58385,0.39167,1.11487,0.93073,1.05084,0.000538868,0.000538868,0.000538868
109,31460,1.0579,0.75996,1.01318,0.57935,0.62182,0.58099,0.39094,1.11761,0.94178,1.06344,0.000536119,0.000536119,0.000536119
110,35580.7,1.06427,0.75842,1.01929,0.58331,0.61344,0.59222,0.40568,1.12118,0.93528,1.06052,0.00053337,0.00053337,0.00053337
111,36204.4,1.06104,0.77245,1.01825,0.56153,0.62047,0.59594,0.40302,1.10598,0.91526,1.05542,0.000530621,0.000530621,0.000530621
112,36832.2,1.0698,0.77603,1.01678,0.5553,0.62876,0.58301,0.39529,1.10176,0.92062,1.05249,0.000527872,0.000527872,0.000527872
113,37458.3,1.04252,0.75446,1.00931,0.58133,0.60042,0.58518,0.3996,1.10176,0.90681,1.04482,0.000525123,0.000525123,0.000525123
114,38085,1.0617,0.76972,1.01517,0.5625,0.65457,0.5987,0.40564,1.09745,0.8882,1.04782,0.000522374,0.000522374,0.000522374
115,38714.2,1.05877,0.7557,1.01406,0.55752,0.63636,0.6006,0.4087,1.11355,0.90634,1.05362,0.000519625,0.000519625,0.000519625
116,39340.4,1.04824,0.75702,1.0135,0.57455,0.60659,0.59679,0.40534,1.09764,0.9195,1.04659,0.000516877,0.000516877,0.000516877
117,39975.4,1.05018,0.7501,1.01269,0.57007,0.62518,0.5957,0.40286,1.10441,0.90602,1.04927,0.000514128,0.000514128,0.000514128
118,40602.4,1.05187,0.74749,1.00784,0.57533,0.62092,0.59702,0.40851,1.09847,0.91373,1.04466,0.000511379,0.000511379,0.000511379
119,41221.9,1.05653,0.75815,1.01193,0.56645,0.62111,0.58056,0.38998,1.1064,0.91812,1.04963,0.00050863,0.00050863,0.00050863
120,41845.8,1.02929,0.73015,1.00141,0.59224,0.6149,0.59706,0.40411,1.1123,0.91911,1.04919,0.000505881,0.000505881,0.000505881
121,42477.9,1.05928,0.75194,1.02208,0.58728,0.58795,0.58487,0.39527,1.10759,0.92411,1.04844,0.000503132,0.000503132,0.000503132
122,43109.4,1.04072,0.74225,1.01133,0.56386,0.60892,0.58682,0.39523,1.10222,0.93323,1.04739,0.000500383,0.000500383,0.000500383
123,43738.9,1.04124,0.74991,1.00663,0.56948,0.62477,0.59124,0.39991,1.0994,0.90654,1.05476,0.000497634,0.000497634,0.000497634
124,44361.2,1.0313,0.73653,1.0112,0.57273,0.62568,0.59017,0.40187,1.10728,0.91763,1.0496,0.000494885,0.000494885,0.000494885
125,44988.4,1.04075,0.74344,1.00949,0.54956,0.66142,0.60759,0.41166,1.10087,0.90705,1.04878,0.000492136,0.000492136,0.000492136
126,45617.7,1.02756,0.73725,1.00673,0.60305,0.58501,0.57487,0.38742,1.10923,0.97453,1.05303,0.000489387,0.000489387,0.000489387
127,46242.7,1.0499,0.73552,1.01099,0.60033,0.60996,0.59872,0.40483,1.09889,0.91904,1.04707,0.000486639,0.000486639,0.000486639
128,46871.8,1.05244,0.73897,1.00455,0.57982,0.61838,0.59075,0.40446,1.10992,0.94305,1.05222,0.00048389,0.00048389,0.00048389
129,47489.7,1.05439,0.75404,1.02014,0.56819,0.61464,0.57735,0.39081,1.10773,0.93213,1.05436,0.000481141,0.000481141,0.000481141
130,48116.2,1.0478,0.74044,1.01152,0.59853,0.60281,0.58738,0.3968,1.10101,0.93205,1.04761,0.000478392,0.000478392,0.000478392
131,48740,1.04049,0.73582,1.00787,0.58266,0.60079,0.59002,0.40002,1.10281,0.9188,1.05173,0.000475643,0.000475643,0.000475643
132,49369.6,1.04516,0.7347,1.00811,0.57932,0.62301,0.59868,0.40635,1.10153,0.91284,1.04771,0.000472894,0.000472894,0.000472894
133,49994.8,1.03907,0.73726,1.00916,0.5628,0.63895,0.59431,0.40342,1.10692,0.90944,1.04987,0.000470145,0.000470145,0.000470145
134,50618.7,1.04104,0.72719,1.00379,0.56844,0.60637,0.58048,0.39737,1.1056,0.93909,1.05432,0.000467396,0.000467396,0.000467396
135,51245.5,1.03819,0.71908,1.00894,0.55616,0.60431,0.58418,0.39803,1.11014,0.94369,1.05577,0.000464647,0.000464647,0.000464647
136,51870.1,1.01849,0.71488,0.99832,0.59261,0.60826,0.58902,0.40273,1.11116,0.9514,1.05731,0.000461898,0.000461898,0.000461898
137,52501.2,1.02772,0.72745,1.00182,0.56541,0.6492,0.58378,0.39578,1.11393,0.95458,1.06151,0.00045915,0.00045915,0.00045915
138,53135.1,1.04139,0.73182,1.00714,0.57455,0.60169,0.58515,0.40139,1.10145,0.93629,1.05009,0.000456401,0.000456401,0.000456401
139,53765.9,1.0337,0.7294,1.00358,0.56758,0.60976,0.57529,0.39264,1.10794,0.94368,1.05383,0.000453652,0.000453652,0.000453652
140,54396.3,1.02486,0.71505,1.00613,0.6212,0.56665,0.5813,0.39684,1.10191,0.94106,1.05473,0.000450903,0.000450903,0.000450903
141,55027.4,1.03524,0.72263,1.00583,0.59475,0.58789,0.5805,0.39418,1.10593,0.94833,1.0527,0.000448154,0.000448154,0.000448154
142,55652,1.03002,0.71742,1.00482,0.58177,0.59805,0.58627,0.40025,1.10428,0.93532,1.05231,0.000445405,0.000445405,0.000445405
143,56271.4,1.02748,0.71376,0.99919,0.55564,0.60767,0.56461,0.38491,1.11063,0.97915,1.05593,0.000442656,0.000442656,0.000442656
144,56882.3,1.02273,0.71807,1.00345,0.53846,0.6216,0.5791,0.39592,1.09556,0.95431,1.04982,0.000439907,0.000439907,0.000439907
145,57501.3,1.01444,0.7116,0.9992,0.53517,0.62075,0.57122,0.38786,1.11185,0.96056,1.05047,0.000437158,0.000437158,0.000437158
146,58124.5,1.02452,0.71413,0.99802,0.57954,0.60267,0.57476,0.38948,1.10908,0.95584,1.05719,0.000434409,0.000434409,0.000434409
147,58748.4,1.01869,0.71206,1.00041,0.60963,0.56774,0.57149,0.38845,1.11413,1.00098,1.05866,0.000431661,0.000431661,0.000431661
148,59369.3,1.02465,0.71762,1.00775,0.59985,0.61552,0.58688,0.39816,1.10547,0.9659,1.05318,0.000428912,0.000428912,0.000428912
149,59990.9,1.02161,0.70055,0.99524,0.55501,0.63722,0.58662,0.39939,1.10293,0.96385,1.05608,0.000426163,0.000426163,0.000426163
150,60611.5,1.01309,0.70033,0.99455,0.56862,0.64433,0.59971,0.41245,1.10165,0.94999,1.05681,0.000423414,0.000423414,0.000423414
151,61229.3,1.02697,0.70835,1.00272,0.56099,0.63236,0.57421,0.39101,1.10433,0.94325,1.05327,0.000420665,0.000420665,0.000420665
152,61846.7,1.00963,0.7066,1.00169,0.59636,0.60081,0.5727,0.392,1.11375,0.9761,1.05246,0.000417916,0.000417916,0.000417916
153,62472.9,1.00507,0.69808,0.99229,0.59785,0.59253,0.58087,0.39823,1.10496,0.95717,1.05392,0.000415167,0.000415167,0.000415167
154,63104.6,1.02933,0.7103,1.00196,0.60033,0.60519,0.58514,0.40273,1.10933,0.96633,1.04928,0.000412418,0.000412418,0.000412418
155,63739.1,1.01896,0.70964,0.99955,0.56176,0.64013,0.59619,0.40551,1.1083,0.97575,1.05128,0.000409669,0.000409669,0.000409669
156,64378.5,1.00713,0.69586,0.99587,0.58764,0.62116,0.58453,0.40157,1.10355,0.98703,1.05207,0.00040692,0.00040692,0.00040692
157,65016.3,1.00066,0.69468,0.99409,0.60904,0.60739,0.5968,0.41068,1.10443,0.96818,1.05308,0.000404172,0.000404172,0.000404172
158,65650.2,0.99974,0.68587,0.99467,0.61385,0.59768,0.58259,0.40119,1.10423,0.9999,1.05339,0.000401423,0.000401423,0.000401423
159,66287.2,0.99437,0.69313,0.99279,0.59002,0.58974,0.57447,0.39123,1.10564,0.99615,1.05558,0.000398674,0.000398674,0.000398674
160,66921.2,1.00613,0.69112,0.9966,0.58943,0.60736,0.58522,0.39971,1.11359,0.97847,1.0533,0.000395925,0.000395925,0.000395925
161,67557.5,1.01174,0.69204,0.99617,0.60009,0.60096,0.58838,0.40024,1.10933,0.98754,1.05706,0.000393176,0.000393176,0.000393176
162,68198.3,1.00323,0.68905,0.99231,0.57103,0.61743,0.58612,0.39951,1.10922,0.98652,1.05072,0.000390427,0.000390427,0.000390427
163,68841.5,1.00719,0.69093,0.99329,0.5764,0.57717,0.5586,0.37883,1.10547,1.01831,1.04957,0.000387678,0.000387678,0.000387678
164,69484.9,0.99318,0.68573,0.99518,0.57244,0.61836,0.58281,0.39932,1.10742,0.96496,1.05153,0.000384929,0.000384929,0.000384929
165,70128,0.99717,0.68747,0.99341,0.54396,0.63635,0.57421,0.39254,1.11016,0.96893,1.05345,0.00038218,0.00038218,0.00038218
166,70771.4,0.9976,0.68901,0.99303,0.57095,0.5983,0.56585,0.38689,1.11296,0.97846,1.06273,0.000379431,0.000379431,0.000379431
167,71416.7,1.01079,0.68583,0.99233,0.57104,0.61232,0.57371,0.39436,1.10981,0.96803,1.05583,0.000376683,0.000376683,0.000376683
168,72081.8,1.0088,0.68244,0.99106,0.59488,0.59894,0.57803,0.39539,1.11004,0.97771,1.05395,0.000373934,0.000373934,0.000373934
169,72720.6,0.99218,0.68063,0.99013,0.53569,0.63995,0.57385,0.39244,1.10846,0.98299,1.05369,0.000371185,0.000371185,0.000371185
170,73363.6,0.99172,0.68176,0.98971,0.5474,0.62017,0.56338,0.38561,1.10715,0.9846,1.05344,0.000368436,0.000368436,0.000368436
171,74006.8,1.00706,0.68084,0.99263,0.54687,0.61941,0.56209,0.38683,1.10981,0.97823,1.05545,0.000365687,0.000365687,0.000365687
172,74649.3,0.98858,0.67765,0.99145,0.54362,0.62486,0.57063,0.38913,1.10538,0.98061,1.05535,0.000362938,0.000362938,0.000362938
173,75290.4,0.98925,0.67464,0.98829,0.57003,0.61801,0.57564,0.39403,1.10584,0.98045,1.05618,0.000360189,0.000360189,0.000360189
174,75936.6,0.98654,0.67775,0.99125,0.55285,0.60675,0.57017,0.39145,1.10784,0.99724,1.05638,0.00035744,0.00035744,0.00035744
175,76581.7,1.00346,0.68051,0.98731,0.54667,0.63649,0.57783,0.39435,1.10746,0.97612,1.05253,0.000354691,0.000354691,0.000354691
176,77227,0.99341,0.67204,0.98136,0.5489,0.63847,0.57722,0.39568,1.10909,0.99818,1.0505,0.000351942,0.000351942,0.000351942
177,77864.8,0.98637,0.666,0.98657,0.58464,0.61177,0.57933,0.3965,1.10776,1.00799,1.05992,0.000349194,0.000349194,0.000349194
178,78507.1,0.98451,0.67272,0.98723,0.53909,0.6497,0.57441,0.39428,1.10456,1.00414,1.05368,0.000346445,0.000346445,0.000346445
179,79153,0.99117,0.66867,0.98893,0.53122,0.65779,0.58179,0.39931,1.10577,0.99003,1.05443,0.000343696,0.000343696,0.000343696
180,79797.5,0.98164,0.67289,0.98843,0.55153,0.62154,0.58165,0.3996,1.11189,0.96762,1.05553,0.000340947,0.000340947,0.000340947
181,80440.2,0.98308,0.66209,0.98651,0.54617,0.61794,0.56832,0.38824,1.11317,1.006,1.05804,0.000338198,0.000338198,0.000338198
182,81081.6,0.98448,0.65903,0.98195,0.57082,0.59374,0.56734,0.38876,1.11154,0.99435,1.05663,0.000335449,0.000335449,0.000335449
183,81724.3,0.97736,0.65901,0.98187,0.54249,0.62855,0.56312,0.38429,1.10861,1.00335,1.05448,0.0003327,0.0003327,0.0003327
184,82369,0.98759,0.66898,0.9874,0.5498,0.61349,0.56483,0.38611,1.112,1.00531,1.05428,0.000329951,0.000329951,0.000329951
